Tªn yÕu quyÕt	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Sè thø tù mËt tŞch	L­u	id kü n¨ng (dïng ph¸n ®o¸n lo¹i trõ)	L­u2	L­u3	L­u4	L­u5	L­u6	L­u7	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)8	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	L­u ( Ch÷ sè)9	L­u ph¸i (L­u ph¸i id. Kh«ng ®iÒn hoÆc mÆc ®Şnh sè nhá h¬n 0 ®Òu cã thÓ t¶i)	L­u ( Ch÷ sè)10	Column11
Ng­ng-Th¸i Êt Tiªu Diªu C«ng quyÕt	2	6	319	1	1	1	319		149									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-Th¸i Êt Tiªu Diªu C«ng quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Tû lÖ thi triÓn chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		15		
Ph¸-ThÊt Tinh quyÕt	2	6	320	1	1	1	320		152									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-ThÊt Tinh quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Cã <color=Gold>20%<color=White> tû lÖ t¨ng thªm 1 tÇng s¸t th­¬ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		15		
Hãa-Lôc Khİ Hãa Ngäc C«ng quyÕt	2	6	321	1	1	1	321		150									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Hãa-Lôc Khİ Hãa Ngäc C«ng quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Tiªu hao thªm <color=Gold>5%<color=White> néi lùc, cã <color=Gold>20%<color=White> tû lÖ xãa bá 1 hiÖu qu¶ cæ ®éc cña môc tiªu		QuyÕt YÕu	\script\item\addenda.lua	7	0		15		
Ngù-D­¬ng Gia Ngù M· ThuËt quyÕt	2	6	322	1	1	1	322		723									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ngù-D­¬ng Gia Ngù M· ThuËt quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Tèc ®é lªn ngùa t¨ng <color=Gold>200%		QuyÕt YÕu	\script\item\addenda.lua	7	0		17		
Hãa-D­¬ng Gia B«n Lang Th­¬ng quyÕt	2	6	323	1	1	1	323		724									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Hãa-D­¬ng Gia B«n Lang Th­¬ng quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>XuÊt chiªu xong cã <color=Gold>30%<color=White> tû lÖ b¶n th©n miÔn dŞch tr¹ng th¸i xÊu, duy tr× 5 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		17		
Ph¸-D­¬ng Gia Th­¬ng Ph¸p quyÕt	2	6	324	1	1	1	324		721									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-D­¬ng Gia Th­¬ng Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>C«ng kİch ngo¹i c«ng t¨ng <color=Gold>25%		QuyÕt YÕu	\script\item\addenda.lua	7	0		17		
¸m-D­¬ng Gia Ph¸ Phong Th­¬ng quyÕt	2	6	325	1	1	1	325		722									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>¸m-D­¬ng Gia Ph¸ Phong Th­¬ng quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Cã <color=Gold>5%<color=White> tû lÖ khiÕn toµn bé thuéc tİnh kÎ thï gi¶m <color=Gold>50<color=White>, duy tr× 10 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		17		
¸m-D­¬ng Gia B«n Lang Th­¬ng quyÕt	2	6	326	1	1	1	326		724									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>¸m-D­¬ng Gia B«n Lang Th­¬ng quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>khiÕn phßng ngù néi ngo¹i c«ng cña môc tiªu gi¶m <color=Gold>10%<color=White>, duy tr× 5 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		17		
TÊn-Bİch NguyÖt Phi Tinh Th­¬ng quyÕt	2	6	327	1	1	1	327		731									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-Bİch NguyÖt Phi Tinh Th­¬ng quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Gi·n c¸ch sö dông vâ c«ng rót ng¾n <color=Gold>5<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		17		
TÊn-D­¬ng Gia Tôc MÖnh quyÕt	2	6	328	1	1	1	328		743									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-D­¬ng Gia Tôc MÖnh quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Gi·n c¸ch sö dông vâ c«ng rót ng¾n <color=Gold>30<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		18		
Ng­ng-D­¬ng Gia Liªn X¹ ThuËt quyÕt	2	6	329	1	1	1	329		735									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-D­¬ng Gia Liªn X¹ ThuËt quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		18		
TÊn-D­¬ng Gia Cung Ph¸p quyÕt	2	6	330	1	1	1	330		734									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-D­¬ng Gia Cung Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>XuÊt chiªu L­u Quang TuyÖt ¶nh TiÔn t¨ng <color=Gold>85%<color=White>, nh­ng gi·n c¸ch vâ c«ng kĞo dµi <color=Gold>30%		QuyÕt YÕu	\script\item\addenda.lua	7	0		18		
Sinh-D­¬ng Gia Cung Ph¸p quyÕt	2	6	331	1	1	1	331		734									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Sinh-D­¬ng Gia Cung Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>TrËn LiÖu ThuËt håi phôc thªm <color=Gold>5%<color=White> sinh lùc, Tôc MÖnh QuyÕt Tôc MÖnh Ch©n Khİ håi phôc thªm <color=Gold>15000<color=White> ®iÓm sinh lùc		QuyÕt YÕu	\script\item\addenda.lua	7	0		18		
TriÒn?D­¬ng Gia To¸i Kim TiÔn quyÕt	2	6	332	1	1	1	332		741									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÒn?D­¬ng Gia To¸i Kim TiÔn quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Trong qu¸ tr×nh xuÊt chiªu sau khi bŞ tÊn c«ng khiÕn tèc ®é ®¸nh cña kÎ thï gi¶m <color=Gold>50%<color=White>, duy tr× 3 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		18		
Ph¸-L­u Quang TuyÖt ¶nh TiÔn quyÕt	2	6	333	1	1	1	333		744									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-L­u Quang TuyÖt ¶nh TiÔn quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Cã <color=Gold>50%<color=White> tû lÖ t¨ng thªm 3 tÇng s¸t th­¬ng		QuyÕt YÕu	\script\item\addenda.lua	7	0		18		
Ph¸-V¹n §éc §o¹t MÖnh §ao quyÕt	2	6	334	1	1	1	334		372									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-V¹n §éc §o¹t MÖnh §ao quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>§ßn cuèi kÌm s¸t th­¬ng ®éc <color=Gold>1000<color=White>, duy tr× 10 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		20		
§Şnh-Thi Béc §¹i Ph¸p quyÕt	2	6	335	1	1	1	335		369									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>§Şnh-Thi Béc §¹i Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Næ cã <color=Gold>50%<color=White> tû lÖ khiÕn môc tiªu hçn lo¹n 3 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		20		
Ph¸-T¹p Thi Tµ Khİ quyÕt	2	6	336	1	1	1	336		370									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-T¹p Thi Tµ Khİ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Môc tiªu bŞ næ tróng sÏ gi¶m 2% sinh lùc mçi gi©y, duy tr× <color=Gold>5<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		20		
TÊn-T¹p Thi Tµ Khİ quyÕt	2	6	337	1	1	1	337		370									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-T¹p Thi Tµ Khİ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>gi·n c¸ch sö dông Th«i Thi Tµ Khİ vµ Thi LiÖt Ma C«ng rót ng¾n <color=Gold>5<color=White> gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		20		
Chó-Thi Béc §¹i Ph¸p quyÕt	2	6	338	1	1	1	338		369									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Chó-Thi Béc §¹i Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Thi Béc §¹i Ph¸p kh«ng khiÕn C­¬ng Thi tö vong		QuyÕt YÕu	\script\item\addenda.lua	7	0		20		
Ngù-Thao Thi ThuËt quyÕt	2	6	339	1	1	1	339		367									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ngù-Thao Thi ThuËt quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Søc chŞu ®ùng C­¬ng Thi t¨ng <color=Gold>10%<color=White>, b¹o phßng t¨ng <color=Gold>25		QuyÕt YÕu	\script\item\addenda.lua	7	0		20		
Sinh-Yªu Cæ quyÕt	2	6	340	1	1	1	340		359									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Sinh-Yªu Cæ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Mçi lÇn xãa tr¹ng th¸i xÊu mçi nöa gi©y håi phôc <color=Gold>500<color=White> sinh lùc b¶n th©n, duy tr× 3 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		21		
Kú-HuyÕt Cæ quyÕt	2	6	341	1	1	1	341		356									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Kú-HuyÕt Cæ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>KhiÕn g©n cèt môc tiªu gi¶m <color=Gold>80<color=White>, trong 5 gi©y g©n cèt cña b¶n th©n t¨ng <color=Gold>80		QuyÕt YÕu	\script\item\addenda.lua	7	0		21		
Kú-T©m Cæ quyÕt	2	6	342	1	1	1	342		360									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Kú-T©m Cæ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>KhiÕn néi c«ng cña môc tiªu gi¶m <color=Gold>80<color=White>, trong 5 gi©y néi c«ng cña b¶n th©n t¨ng <color=Gold>80		QuyÕt YÕu	\script\item\addenda.lua	7	0		21		
Tinh-V¹n Cæ Thùc Thiªn quyÕt	2	6	343	1	1	1	343		361									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Tinh-V¹n Cæ Thùc Thiªn quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>Mçi lÇn tróng môc tiªu cã <color=Gold>10%<color=White> tû lÖ håi phôc 1% néi lùc b¶n th©n		QuyÕt YÕu	\script\item\addenda.lua	7	0		21		
Kú-Thi Cæ quyÕt	2	6	344	1	1	1	344		358									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Kú-Thi Cæ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî c«ng kİch<enter><enter>KhiÕn th©n ph¸p cña môc tiªu gi¶m <color=Gold>80<color=White>, trong 5 gi©y th©n ph¸p cña b¶n th©n t¨ng <color=Gold>80		QuyÕt YÕu	\script\item\addenda.lua	7	0		21		
Ph¸-§éc Cæ quyÕt	2	6	345	1	1	1	345		354									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-§éc Cæ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>S¸t th­¬ng cæ ®éc t¨ng <color=Gold>1000		QuyÕt YÕu	\script\item\addenda.lua	7	0		21		
Ng­ng-HuyÒn Phong TriÒn ı quyÕt	2	6	346	1	1	1	346		1031									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-HuyÒn Phong TriÒn ı quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Tû lÖ xuÊt chiªu 2 t¨ng <color=Gold>5%		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
Ngù-Tiªn Phong L­u T¸n quyÕt	2	6	347	1	1	1	347		1028									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ngù-Tiªn Phong L­u T¸n quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Sinh lùc thÊp h¬n 40%, phßng ngù néi ngo¹i c«ng t¨ng <color=Gold>15%		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
Ng­ng-Cuång L«i Phï quyÕt	2	6	348	1	1	1	348		1023									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ng­ng-Cuång L«i Phï quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>Tû lÖ xuÊt chiªu 1 t¨ng <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
TriÒn-Oanh L«i Phï quyÕt	2	6	349	1	1	1	349		1024									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TriÒn-Oanh L«i Phï quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>T¨ng gi·n c¸ch sö dông vâ c«ng môc tiªu lªn <color=Gold>20%<color=White>, duy tr× 10 gi©y		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
Ngù-Phong TÕ quyÕt	2	6	350	1	1	1	350		1019									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ngù-Phong TÕ quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Tr¹ng th¸i hÖ phong, tû lÖ miÔn dŞch ¸p chÕ t¨ng <color=Gold>30%		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
¸m-B¨ng Phong quyÕt	2	6	351	1	1	1	351		1021									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>¸m-B¨ng Phong quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch néi c«ng chñ ®éng<enter><enter>KhiÕn môc tiªu trong vßng 5 gi©y phßng ngù néi c«ng gi¶m <color=Gold>500		QuyÕt YÕu	\script\item\addenda.lua	7	0		23		
¸m-Chİch Phong Toµn quyÕt	2	6	352	1	1	1	352		1061									\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\ÖĞ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>¸m-Chİch Phong Toµn quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Mçi ®ao cã <color=Gold>20%<color=White> tû lÖ khiÕn néi lùc kÎ thï gi¶m 5%		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
TÊn-D­¬ng Viªm B¹o quyÕt	2	6	353	1	1	1	353		1064									\image\item\book\µÍ¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\µÍ¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-D­¬ng Viªm B¹o quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>Gi·n c¸ch sö dông vâ c«ng rót ng¾n <color=Gold>15		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
Ph¸-Th¸nh Háa §ao Ph¸p quyÕt	2	6	354	1	1	1	354		1054									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>Ph¸-Th¸nh Háa §ao Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>Gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>HÖ c«ng kİch ngo¹i c«ng chñ ®éng<enter><enter>C«ng kİch ngo¹i c«ng t¨ng <color=Gold>30%<color=White>, néi lùc vµ thÓ lùc tèi ®a gi¶m <color=Gold>10%		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
TÊn-Th¸nh Háa §ao Ph¸p quyÕt	2	6	355	1	1	1	355		1054									\image\item\book\¸ß¼¶ĞÂ¾÷Òªa1.spr	\image\item\book\¸ß¼¶ĞÂ¾÷Òªa0.spr	<color=gold>TÊn-Th¸nh Háa §ao Ph¸p quyÕt<color><enter>HiÖu lùc trªn trang phô lôc mËt tŞch, <color=Gold>gi¸ trŞ næi bËt chŞu ¶nh h­ëng cña ®é tu luyÖn mËt tŞch<color=White><enter><enter>Hç trî thuéc tİnh phßng ngù<enter><enter>Gi·n c¸ch sö dông Ng­ng Háa Bİch rót ng¾n <color=Gold>15<color=White> gi©y, duy tr× kĞo dµi <color=Gold>50%		QuyÕt YÕu	\script\item\addenda.lua	7	0		25		
