Tªn M·o	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tÝnh hç trî 1	TrÞ sè Thuéc tÝnh hç trî 1	Thuéc tÝnh hç trî 2	TrÞ sè Thuéc tÝnh hç trî 2	Sè trang bÞ	§¾ng cÊp yªu cÇu	Giíi tÝnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàÐÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thÞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dÞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chÝ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49	Column50	Column51	Column52	Column53	Column54	Column55	Column56	Column57	Column58	Column59	Column60	Column61	Column62	Column63	Column64	Column65	Column66
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30430	30	40000	0	200	23;23					31675	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	½¿Ð¡Å®»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																							
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30431	30	40000	0	200	23;23					31676	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_024a_0.spr	\image\item\cap\m1_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	±ê×¼ÄÐ»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																							
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30432	30	40000	0	200	23;23					31677	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_024a_0.spr	\image\item\cap\m2_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	¿ýÎàÄÐ»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																							
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30433	30	40000	0	200	23;23					31678	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	ÐÔ¸ÐÅ®»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																							
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30434	30	40000	0	200	23;23					31679	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	½¿Ð¡Å®»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																							
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30435	30	40000	0	200	23;23					31680	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	ÐÔ¸ÐÅ®»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0																																																																							
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30436	30	40000	0	200	23;23					31681	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	½¿Ð¡Å®»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0																																																																							
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30437	30	40000	0	200	23;23					31682	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_024a_0.spr	\image\item\cap\f2_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	ÐÔ¸ÐÅ®»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0																																																																							
Tèng_Háa Phông Nguyªn So¸i Kh«i	0	103	30438	30	40000	0	200	23;23					31683	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_024a_0.spr	\image\item\cap\f1_hd_024a.spr	<color=gold>Tèng_Háa Phông Nguyªn So¸i Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 7,000,000)	½¿Ð¡Å®»ð·ïÔªË§Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30439	30	40000	0	200	25;17					31684	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	±ê×¼ÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30440	30	40000	0	200	25;17					31685	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	¿ýÎàÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30441	30	40000	0	200	25;17					31686	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	±ê×¼ÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30442	30	40000	0	200	25;17					31687	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	¿ýÎàÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30443	30	40000	0	200	17;25					31688	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	±ê×¼ÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30444	30	40000	0	200	17;25					31689	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	¿ýÎàÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30445	30	40000	0	200	23;23					31690	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	±ê×¼ÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30446	30	40000	0	200	23;23					31691	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	¿ýÎàÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30447	30	40000	0	200	23;23					31692	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·36.spr	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	ÐÔ¸ÐÅ®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30448	30	40000	0	200	23;23					31693	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·36.spr	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	½¿Ð¡Å®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30449	30	40000	0	200	17;25					31694	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·36.spr	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	ÐÔ¸ÐÅ®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30450	30	40000	0	200	17;25					31695	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·36.spr	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	½¿Ð¡Å®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30451	30	40000	0	200	23;23					31696	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·36.spr	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	ÐÔ¸ÐÅ®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30452	30	40000	0	200	23;23					31697	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·36.spr	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	½¿Ð¡Å®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30453	30	40000	0	200	25;17					31698	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	±ê×¼ÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30454	30	40000	0	200	25;17					31699	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	¿ýÎàÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30455	30	40000	0	200	25;17					31700	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·36.spr	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	ÐÔ¸ÐÅ®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30456	30	40000	0	200	25;17					31701	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·36.spr	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	½¿Ð¡Å®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30457	30	40000	0	200	23;23					31702	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	±ê×¼ÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30458	30	40000	0	200	23;23					31703	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	¿ýÎàÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30459	30	40000	0	200	23;23					31704	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·36.spr	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	ÐÔ¸ÐÅ®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30460	30	40000	0	200	23;23					31705	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·36.spr	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	½¿Ð¡Å®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30461	30	40000	0	200	17;25					31706	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	±ê×¼ÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30462	30	40000	0	200	17;25					31707	690	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü×³ÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	¿ýÎàÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30463	30	40000	0	200	17;25					31708	690	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·36.spr	\image\item\cap\»ð·ï½«¾üÐÔ¸ÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	ÐÔ¸ÐÅ®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30464	30	40000	0	200	17;25					31709	690	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·36.spr	\image\item\cap\»ð·ï½«¾ü½¿Ð¡Í·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	½¿Ð¡Å®»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																							
Liªu_Háa Phông T­íng Qu©n Kh«i	0	103	30465	30	40000	0	200	17;25					31710	690	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·36.spr	\image\item\cap\»ð·ï½«¾ü±êÄÐÍ·120.spr	<color=gold>Liªu_Háa Phông T­íng Qu©n Kh«i<color><enter>Tø Linh ThÇn-Háa Phông ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 3,000,000)	±ê×¼ÄÐ»ð·ï½«¾üÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																							
