Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Håi phôc thuéc tİnh1	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (1)	Håi phôc thuéc tİnh2	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (2)	Håi phôc thuéc tİnh3	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (3)	Håi phôc thuéc tİnh4	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (4)	Thêi gian duy tr× hiÖu lùc (Sè ch½n)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)2	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã thÓ giao dŞch hay kh«ng ( 0 cã thÓ giao dŞch, cã thÓ b¸n; 1 kh«ng thÓ giao dŞch kh«ng thÓ b¸n; 2 cã thÓ b¸n, kh«ng thÓ giao dŞch; 3 kh«ng thÓ b¸n, cã thÓ giao dŞch; 4 cã thÓ b¸n, sau khi mang vµo sÏ bŞ khãa)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	B¶o l­u 1	B¶o l­u 2	B¶o l­u 3	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Sinh Tè ThËp CÈm	2	1	30552	1	0	2000												\image\item\other\±ùÉ³32.spr	\image\item\other\±ùÉ³80.spr	<color=gold>Sinh Tè ThËp CÈm<color><enter>VËt phÈm th¸ng 7<enter><color=Gold> (Sau th¸ng 7 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Tr¸i C©y DÇm	2	1	30553	1	0	2000												\image\item\other\Ë®¹ûÁº32.spr	\image\item\other\Ë®¹ûÁº80.spr	<color=gold>Tr¸i C©y DÇm<color><enter>VËt phÈm th¸ng 7<enter><color=Gold> (Sau th¸ng 7 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
B¨ng Tinh Th¹ch	2	1	30554	1	0	999												\image\item\other\ningshuiqijing_a1.spr	\image\item\other\ningshuiqijing_a0.spr	<color=gold>B¨ng Tinh Th¹ch<color><enter>Cã thÊy lÊy LuyÖn L« ThiÕt, Tèy T©m Th¹ch tõ cÊp thÊp hîp thµnh cÊp cao		ThÇn bİ	\script\item\item_billing\bingjingshi.lua	1	0	1							
Tinh Lùc Hoµn	2	1	30555	1	0	99												\image\item\usable\heal_030a1.spr	\image\item\usable\heal_030a0.spr	<color=gold>Tinh Lùc Hoµn<color><enter>Sau khi sö dông sÏ kh«i phôc 100 ®iÓm Tinh Lùc cña nh©n vËt (Tinh Lùc kh«i phôc kh«ng thÓ v­ît qu¸ giíi h¹n)		ThÇn bİ	\settings\static_script\vip_feedback_system\vfs_item_drug.lua	1	0	1							
TiÓu Tinh Lùc Hoµn	2	1	30556	1	0	99												\image\item\usable\heal_031a1.spr	\image\item\usable\heal_031a0.spr	<color=gold>TiÓu Tinh Lùc Hoµn<color><enter>Sau khi sö dông sÏ kh«i phôc 20 ®iÓm Tinh Lùc cña nh©n vËt (Tinh Lùc kh«i phôc kh«ng thÓ v­ît qu¸ giíi h¹n)		ThÇn bİ	\settings\static_script\vip_feedback_system\vfs_item_sdrug.lua	1	0	1							
Ngo¹i trang vip ¶m hån kim	2	1	30557	1	0	1												\image\item\other\²Ø½£Í·±¦Ïä(x).spr	\image\item\other\²Ø½£Í·±¦Ïä(d).spr	<color=gold>Ngo¹i trang vip ¶m hån kim<color><enter>NhÊn chuét ph¶i sö dông t¨ng thªm vµo tñ ¸o cña m×nh vµ t­¬ng øng víi ngo¹i h×nh b¶n th©n trong hÖ thèng ngo¹i trang ¢m Hån Kim, hiÖu qu¶ vÜnh viÔn			\script\item\item_collection_coat.lua	1	2	1							
Ngo¹i trang vip t­¬ng kiÕn hoan	2	1	30558	1	0	1												\image\item\other\²Ø½£ÒÂ±¦Ïä(x).spr	\image\item\other\²Ø½£ÒÂ±¦Ïä(d).spr	<color=gold>Ngo¹i trang vip t­¬ng kiÕn hoan<color><enter>NhÊn chuét ph¶i sö dông t¨ng thªm vµo tñ ¸o cña m×nh vµ t­¬ng øng víi ngo¹i h×nh b¶n th©n trong hÖ thèng ngo¹i trang T­¬ng KiÕn Huan, hiÖu qu¶ vÜnh viÔn			\script\item\item_collection_coat.lua	1	2	1							
Ngo¹i trang vip thiÕu niªn du	2	1	30559	1	0	1												\image\item\other\²Ø½£¿ã±¦Ïä(x).spr	\image\item\other\²Ø½£¿ã±¦Ïä(d).spr	<color=gold>Ngo¹i trang vip thiÕu niªn du<color><enter>NhÊn chuét ph¶i sö dông t¨ng thªm vµo tñ ¸o cña m×nh vµ t­¬ng øng víi ngo¹i h×nh b¶n th©n trong hÖ thèng ngo¹i trang ThiÕu Niªn Du, hiÖu qu¶ vÜnh viÔn			\script\item\item_collection_coat.lua	1	2	1							
vip Phong Th­ëng LÖnh: Du HiÖp	2	1	30560	1	0	1												\image\item\other\Í¶³ÏĞÅ(x).spr	\image\item\other\Í¶³ÏĞÅ(d).spr	<color=gold>vip Phong Th­ëng LÖnh: Du HiÖp<color><enter>NhÊn chuét ph¶i sö dông t¨ng thªm danh hiÖu Du HiÖp (tèc ®é thi triÓn t¨ng 10%, thuéc tİnh kim t¨ng 10 ®iÓm, cã hiueej lùc 30 ngµy)			\script\item\item_give_title.lua	1	2	1							
vip Phong Th­ëng LÖnh: ¦ng D­¬ng	2	1	30561	1	0	1												\image\item\other\Í¶³ÏÊé(x).spr	\image\item\other\Í¶³ÏÊé(d).spr	<color=gold>vip Phong Th­ëng LÖnh: ¦ng D­¬ng<color><enter>NhÊn chuét ph¶i sö dông t¨ng thªm danh hiÖu ¦ng D­¬ng (tèc ®é thi triÓn t¨ng 12%, thuéc tİnh kim t¨ng 12 ®iÓm, cã hiÖu lùc 30 ngµy)			\script\item\item_give_title.lua	1	2	1							
vip Phong Th­ëng LÖnh: ChiÕn Cuång	2	1	30562	1	0	1												\image\item\other\Í¶³Ï±í(x).spr	\image\item\other\Í¶³Ï±í(d).spr	<color=gold>vip Phong Th­ëng LÖnh: ChiÕn Cuång<color><enter>NhÊn chuét ph¶i sö dông t¨ng thªm danh hiÖu ChiÕn Cuång (tèc ®é thi triÓn t¨ng 14%, thuéc tİnh kim t¨ng 14 ®iÓm, cã hiÖu lùc 30 ngµy)			\script\item\item_give_title.lua	1	2	1							
GiÊy Vë	2	1	30563	1	0	2000												\image\item\other\°×Ö½32.spr	\image\item\other\°×Ö½80.spr	<color=gold>GiÊy Vë<color><enter>VËt phÈm ngµy tùu tr­êng		ThÇn bİ		1	0	0							
Bót Mùc	2	1	30564	1	0	2000												\image\item\other\¸Ö±Ê32.spr	\image\item\other\¸Ö±Ê80.spr	<color=gold>Bót Mùc<color><enter>VËt phÈm ngµy tùu tr­êng		ThÇn bİ		1	0	0							
Bé Dông Cô Häc TËp	2	1	30565	1	0	2000												\image\item\other\Ñ§Ï°¹¤¾ßÌ×32.spr	\image\item\other\Ñ§Ï°¹¤¾ßÌ×80.spr	<color=gold>Bé Dông Cô Häc TËp<color><enter>VËt phÈm ngµy tùu tr­êng <enter><color=Gold> (Sau 24:00 ngµy 15 th¸ng 9 n¨m 2013 kh«ng thÓ sö dông )		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
CÆp S¸ch	2	1	30566	1	0	2000												\image\item\other\Êé°ü32.spr	\image\item\other\Êé°ü80.spr	<color=gold>CÆp S¸ch<color><enter>VËt phÈm ngµy tùu tr­êng <enter><color=Gold> (Sau 24:00 ngµy 15 th¸ng 9 n¨m 2013 kh«ng thÓ sö dông )		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Bét Th¹ch Rau C©u	2	1	30567	1	0	2000												\image\item\other\¹û¶³·Û36.spr	\image\item\other\¹û¶³·Û80.spr	<color=gold>Bét Th¹ch Rau C©u<color><enter>Nguyªn liÖu chñ yÕu ®Ó lµm b¸nh trung thu		ThÇn bİ		1	0	0							
Nh©n B¸nh §Æc BiÖt	2	1	30568	1	0	2000												\image\item\other\ÌØÊâÈÊ±ı36.spr	\image\item\other\ÌØÊâÈÊ±ı80.spr	<color=gold>Nh©n B¸nh §Æc BiÖt<color><enter>Nguyªn liÖu chİnh ®Ó lµm b¸nh trung thu c¸c lo¹i		ThÇn bİ		1	0	0							
B¸nh Trung Cam	2	1	30569	1	0	2000												\image\item\other\³ÈÔÂ±ı36.spr	\image\item\other\³ÈÔÂ±ı80.spr	<color=gold>B¸nh Trung Cam<color><enter>B¸nh trung thu th¹ch cam th¬m ngon <enter><color=Gold> (24:00/13/10/2013 kh«ng thÓ tiÕp tôc sö dông vËt phÈm)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
B¸nh Trung Thu ¤ Mai	2	1	30570	1	0	2000												\image\item\other\²İİ®ÔÂ±ı36.spr	\image\item\other\²İİ®ÔÂ±ı80.spr	<color=gold>B¸nh Trung Thu ¤ Mai<color><enter>B¸nh trung thu th¹ch d©u th¬m ngon <enter><color=Gold> (24:00/13/10/2013 kh«ng thÓ tiÕp tôc sö dông vËt phÈm)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
B¸nh Trung Thu Socola	2	1	30571	1	0	2000												\image\item\other\ÇÉ¿ËÁ¦ÔÂ±ı36.spr	\image\item\other\ÇÉ¿ËÁ¦ÔÂ±ı80.spr	<color=gold>B¸nh Trung Thu Socola<color><enter>B¸nh trung thu th¹ch socola th¬m ngon <enter><color=Gold> (24:00/13/10/2013 kh«ng thÓ tiÕp tôc sö dông vËt phÈm)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
MÇm Hoa	2	1	30572	1	0	1												\image\item\other\Ãµ¹å»¨ÖÖ36.spr	\image\item\other\Ãµ¹å»¨ÖÖ80.spr	<color=gold>MÇm Hoa<color><enter>MÇm Hoa dïng ®Ó trång hoa		ThÇn bİ		1	0	0							
ChiÕn Kú Bang Ph¸i	2	1	30573	1	0	1												\image\item\other\quest_010a1.spr	\image\item\other\quest_010a0.spr	<color=gold>ChiÕn Kú Bang Ph¸i<color><enter>Bang Héi ChiÕn Kú cã thÓ sö dông t¹i BiÖn Kinh, Thµnh §«, T­¬ng D­¬ng, TuyÒn Ch©u, D­¬ng Ch©u, Ph­îng T­êng		ThÇn bİ	\script\online\qianhe_tower\item\tong_fight_flag.lua	1	2	0							
ChiÕn Kú Bang Ph¸i ThiÕt HuyÕt	2	1	30574	1	0	1												\image\item\other\secr_034a1.spr	\image\item\other\secr_034a0.spr	<color=gold>ChiÕn Kú Bang Ph¸i ThiÕt HuyÕt<color><enter>ThiÕt HuyÕt Bang Héi ChiÕn Kú cã thÓ sö dông t¹i BiÖn Kinh, Thµnh §«, T­¬ng D­¬ng, TuyÒn Ch©u, D­¬ng Ch©u, Ph­îng T­êng		ThÇn bİ	\script\online\qianhe_tower\item\tong_fight_flag.lua	1	2	0							
LÔ Bao Vâ L©m	2	1	30575	1	0	1												\image\item\other\ËÄµÈ°ü¹üa1.spr	\image\item\other\ËÄµÈ°ü¹üa0.spr	<color=gold>LÔ Bao Vâ L©m<color><enter>Tói quµ vâ l©m, më ra sÏ nhËn ®­îc phÇn th­ëng ngÉu nhiªn, sö dông Thiªn Kiªu LÖnh sÏ nhËn ®­îc phÇn th­ëng tèt h¬n		ThÇn bİ	\script\item\bag_wulin.lua	1	2	1							
LÔ Bao Vâ L©m Hµo KiÖt	2	1	30576	1	0	1												\image\item\other\ÈıµÈ°ü¹üa1.spr	\image\item\other\ÈıµÈ°ü¹üa0.spr	<color=gold>LÔ Bao Vâ L©m Hµo KiÖt<color><enter>Tói quµ vâ l©m hµo hiÖp, më ra sÏ nhËn ®­îc phÇn th­ëng ngÉu nhiªn, sö dông Thiªn Kiªu LÖnh sÏ nhËn ®­îc phÇn th­ëng rÊt tèt		ThÇn bİ	\script\item\bag_wulinhaoxia.lua	1	2	1							
LÔ Bao Ngò Hµnh Hµi	2	1	30577	1	0	1												\image\item\other\ÀñºĞ_36.spr	\image\item\other\ÀñºĞ_80.spr	<color=gold>LÔ Bao Ngò Hµnh Hµi<color><enter>Më ra cã thÓ nhËn ®­îc trang bŞ GiÇy ngò hµnh 3 sao, ®iÓm kinh nghiÖm, 2500 ®iÓm ng©n phiÕu<enter><color=Gold>(nÕu giíi h¹n cßn l¹i cña ng©n phiÕu trong ngµy kh«ng ®ñ 2500, th× kh«ng thÓ më ra)		ThÇn bİ	\script\item\bag_wxx.lua	1	2	1							
 ChØ Kim TuyÕn	2	1	30578	1	0	2000												\image\item\other\½ğÏß·ìÈÒ36.spr	\image\item\other\½ğÏß·ìÈÒ80.spr	<color=gold> ChØ Kim TuyÕn<color><enter>Lo¹i chØ thªu “®éc nhÊt v« nhŞ” chØ cã xuÊt xø tõ thêi c¸c vua chóa 		ThÇn bİ		1	0	0							
V¶i DÖt Chuyªn Dông	2	1	30579	1	0	2000												\image\item\other\×¨ÓÃÖ¯²¼36.spr	\image\item\other\×¨ÓÃÖ¯²¼80.spr	<color=gold>V¶i DÖt Chuyªn Dông<color><enter>Mét lo¹i v¶i dÖt ®Æc biÖt dïng ®Ó thªu ch÷ thËp		ThÇn bİ		1	0	0							
Tranh Gèi	2	1	30580	1	0	2000												\image\item\other\ÕíÍ·»­36.spr	\image\item\other\ÕíÍ·»­80.spr	<color=gold>Tranh Gèi<color><enter>Tranh gèi ®¸ng yªu <enter><color=Gold>(24:00/10/11/2013 kh«ng thÓ tiÕp tôc sö dông vËt phÈm )		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Tranh §ång Hå	2	1	30581	1	0	2000												\image\item\other\ÖÓ±í»­36.spr	\image\item\other\ÖÓ±í»­80.spr	<color=gold>Tranh §ång Hå<color><enter>§ång hå tranh thªu xin x¾n <enter><color=Gold>(24:00/10/11/2013 kh«ng thÓ tiÕp tôc sö dông vËt phÈm)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Tranh Th­ Ph¸p	2	1	30582	1	0	2000												\image\item\other\Êé·¨»­36.spr	\image\item\other\Êé·¨»­80.spr	<color=gold>Tranh Th­ Ph¸p<color><enter>DÖt th­ ph¸p lµ mét lo¹i nghÖ thuËt míi l¹ <enter><color=Gold>(24:00/10/11/2013 kh«ng thÓ tiÕp tôc sö dông vËt phÈm)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Lîn C¾p N¸ch	2	1	30583	1	0	999												\image\item\other\ÖíÈâÊ³²Äa1.spr	\image\item\other\ÖíÈâÊ³²Äa0.spr	<color=gold>Lîn C¾p N¸ch<color><enter>Lîn C¾p N¸ch chuyªn dïng cho YÕn TiÖc bang héi, th¬m ngon bæ rÎ. Cã thÓ d©ng tÆng cho ®Çu bÕp trong thêi gian diÔn ra ho¹t ®éng.		Sinh ho¹t		1	0	0							
Bß KoBe	2	1	30584	1	0	999												\image\item\other\Å£ÈâÊ³²Äa1.spr	\image\item\other\Å£ÈâÊ³²Äa0.spr	<color=gold>Bß KoBe<color><enter>Bß KoBe chuyªn dïng cho YÕn TiÖc bang héi, th¬m ngon bæ rÎ. Cã thÓ d©ng tÆng cho ®Çu bÕp trong thêi gian diÔn ra ho¹t ®éng.		Sinh ho¹t		1	0	0							
Dª B¶y Në	2	1	30585	1	0	999												\image\item\other\ÑòÈâÊ³²Äa1.spr	\image\item\other\ÑòÈâÊ³²Äa0.spr	<color=gold>Dª B¶y Në<color><enter>Dª B¶y Në chuyªn dïng cho YÕn TiÖc bang héi, th¬m ngon bæ rÎ. Cã thÓ d©ng tÆng cho ®Çu bÕp trong thêi gian diÔn ra ho¹t ®éng.		Sinh ho¹t		1	0	0							
ThŞt Nguéi	2	1	30586	1	0	999												\image\item\other\Åà¸ùÊ³²Äa1.spr	\image\item\other\Åà¸ùÊ³²Äa0.spr	<color=gold>ThŞt Nguéi<color><enter>ThŞt Nguéi chuyªn dïng cho YÕn TiÖc bang héi, th¬m ngon bæ rÎ. Cã thÓ d©ng tÆng cho ®Çu bÕp trong thêi gian diÔn ra ho¹t ®éng.		Sinh ho¹t		1	0	0							
Minh M¹ng Chi Töu	2	1	30587	1	0	99												\image\item\other\coll_012a1.spr	\image\item\other\coll_012a0.spr	<color=gold>Minh M¹ng Chi Töu<color><enter>Lo¹i r­îu tèt bæ thËn tr¸ng d­¬ng t¨ng c­êng sinh lùc th­êng dïng trong c¸c ®¹i yÕn tiÖc. Sö dông trong yÕn tiÖc bang héi sÏ nhËn ®­îc phÇn th­ëng M¶nh LÖnh Bµi Bang héi.		Thu thËp		1	0	0							
M¶nh LÖnh Bµi Bang Héi	2	1	30588	1	0	999												\image\item\other\Ò»ÉÁÑı»Ía1.spr	\image\item\other\Ò»ÉÁÑı»Ía0.spr	<color=gold>M¶nh LÖnh Bµi Bang Héi<color><enter>Xem nh­ phÇn th­ëng tİch cùc tham gia ho¹t ®éng cña bang héi.		ThÇn bİ	\script\online\tong_feast\item\item_tong_token_chip.lua	1	2	1							
LÖnh Bµi Bang Héi	2	1	30589	1	0	999												\image\item\other\quest_008a1.spr	\image\item\other\quest_008a0.spr	<color=gold>LÖnh Bµi Bang Héi<color><enter>T­îng tr­ng cho vinh dù cña bang héi, xem nh­ phÇn th­ëng tİch cùc tham gia ho¹t ®éng cña bang héi. Cã thÓ dïng ®Ó ®æi c¸c lo¹i vËt phÈm vµ trang bŞ, cã thÓ t¸ch thµnh M¶nh LÖnh Bµi Bang Héi. NhÊp chuét ph¶i ®Ó më cöa hµng ®æi LÖnh Bµi Bang Héi.		ThÇn bİ	\script\online\tong_feast\item\item_tong_token.lua	1	2	1							
Bµn TiÖc	2	1	30590	1	0	9												\image\item\other\¾«ÖÂµÄ×ÀÒÎ36.spr	\image\item\other\¾«ÖÂµÄ×ÀÒÎ80.spr	<color=gold>Bµn TiÖc<color><enter>Lo¹i bµn tiÖc ®­îc lµm tõ gç S­a v¹n n¨m, cã thÓ d©ng tÆng cho ®Çu bÕp, ®Ó t¨ng thªm sè l­îng bµn tiÖc.		ThÇn bİ		1	2	1							
Bé NÊu BÕp	2	1	30591	1	0	1												\image\item\other\¾«ÖÂµÄ´¶¾ß36.spr	\image\item\other\¾«ÖÂµÄ´¶¾ß80.spr	<color=gold>Bé NÊu BÕp<color><enter>Sö dông Bé NÊu BÕp, cã thÓ d©ng tÆng cho ®Çu bÕp trong thêi gian ho¹t ®éng, ®Ó n©ng cao tØ lÖ xuÊt hiÖn Bµn TiÖc.		ThÇn bİ		1	2	1							
Bé §å ¡n	2	1	30592	1	0	9												\image\item\other\¾«ÖÂµÄ²Í¾ß36.spr	\image\item\other\¾«ÖÂµÄ²Í¾ß80.spr	<color=gold>Bé §å ¡n<color><enter>Trong giai ®o¹n yÕn tiÖc ¨n c¬m cña bang héi, cã thÓ sö dông ®òa lµm b»ng ngµ voi cao cÊp, ®Ó t¨ng tèc ®é c¸ nh©n nhËn gi¶i th­ëng.		ThÇn bİ		1	2	1							
R­¬ng Huy Ch­¬ng	2	1	30593	10	10000	1												\image\item\other\Ê¢ÊÀÌú±¦Ïäa1.spr	\image\item\other\Ê¢ÊÀÌú±¦Ïäa0.spr	<color=gold>R­¬ng Huy Ch­¬ng<color><enter>B¶o r­¬ng chøa ®ùng c¸c lo¹i huy ch­¬ng, më ra sÏ nhËn ®­îc mét mãn trang bŞ huy ch­¬ng.		ThÇn bİ	\script\online\tong_feast\item\box_huizhang.lua	1	2	1							
R­¬ng ¸o Choµng	2	1	30594	10	10000	1												\image\item\other\Ê¢ÊÀÌú±¦Ïäa1.spr	\image\item\other\Ê¢ÊÀÌú±¦Ïäa0.spr	<color=gold>R­¬ng ¸o Choµng<color><enter>B¶o r­¬ng chøa ®ùng c¸c lo¹i ¸o choµng, më ra sÏ nhËn ®­îc mét mãn trang bŞ ¸o choµng.		ThÇn bİ	\script\online\tong_feast\item\box_guayi.lua	1	2	1							
R­¬ng Giµy	2	1	30595	10	10000	1												\image\item\other\Ê¢ÊÀÌú±¦Ïäa1.spr	\image\item\other\Ê¢ÊÀÌú±¦Ïäa0.spr	<color=gold>R­¬ng Giµy<color><enter>B¶o r­¬ng chøa ®ùng c¸c lo¹i giµy, më ra sÏ nhËn ®­îc mét mãn trang bŞ giµy.		ThÇn bİ	\script\online\tong_feast\item\box_xiezi.lua	1	2	1							
R­¬ng Huy Ch­¬ng Cao CÊp	2	1	30596	10	20000	1												\image\item\other\½­É½½ğ±¦Ïäa1.spr	\image\item\other\½­É½½ğ±¦Ïäa0.spr	<color=gold>R­¬ng Huy Ch­¬ng Cao CÊp<color><enter>B¶o r­¬ng chøa ®ùng c¸c lo¹i huy ch­¬ng, më ra sÏ nhËn ®­îc mét mãn trang bŞ huy ch­¬ng. TØ lÖ më ra nhËn ®­îc huy ch­¬ng cao cÊp cao h¬n r­¬ng b×nh th­êng.		ThÇn bİ	\script\online\tong_feast\item\gaoji_box_huizhang.lua	1	2	1							
R­¬ng ¸o Choµng Cao CÊp	2	1	30597	10	20000	1												\image\item\other\½­É½½ğ±¦Ïäa1.spr	\image\item\other\½­É½½ğ±¦Ïäa0.spr	<color=gold>R­¬ng ¸o Choµng Cao CÊp<color><enter>B¶o r­¬ng chøa ®ùng c¸c lo¹i ¸o choµng, më ra sÏ nhËn ®­îc mét mãn trang bŞ ¸o choµng. TØ lÖ më ra nhËn ®­îc ¸o choµng cao cÊp cao h¬n r­¬ng b×nh th­êng.		ThÇn bİ	\script\online\tong_feast\item\gaoji_box_guayi.lua	1	2	1							
R­¬ng Giµy Cao CÊp	2	1	30598	10	20000	1												\image\item\other\½­É½½ğ±¦Ïäa1.spr	\image\item\other\½­É½½ğ±¦Ïäa0.spr	<color=gold>R­¬ng Giµy Cao CÊp<color><enter>B¶o r­¬ng chøa ®ùng c¸c lo¹i giµy, më ra sÏ nhËn ®­îc mét mãn trang bŞ giµy. TØ lÖ më ra nhËn ®­îc giµy cao cÊp cao h¬n r­¬ng b×nh th­êng.		ThÇn bİ	\script\online\tong_feast\item\gaoji_box_xiezi.lua	1	2	1							
R­¬ng Trang BŞ D­ìng Thµnh	2	1	30599	10	50000	1												\image\item\other\ÔÂÁÁÍÃÌú±¦Ïäa1.spr	\image\item\other\ÔÂÁÁÍÃÌú±¦Ïäa0.spr	<color=gold>R­¬ng Trang BŞ D­ìng Thµnh<color><enter>Sau khi më ra cã thÓ nhËn ®­îc huy ch­¬ng, ¸o choµng, giµy.		ThÇn bİ	\script\online\tong_feast\item\box_upgrade.lua	1	2	1							
R­¬ng Trang BŞ D­ìng Thµnh Cao CÊp	2	1	30600	10	50000	1												\image\item\other\secr_001a1.spr	\image\item\other\secr_001a0.spr	<color=gold>R­¬ng Trang BŞ D­ìng Thµnh Cao CÊp<color><enter>Sau khi më ra cã thÓ nhËn ®­îc huy ch­¬ng, ¸o choµng, giµy. Cã tØ lÖ cao nhËn ®­îc trang bŞ cÊp cao		ThÇn bİ	\script\online\tong_feast\item\gaoji_box_upgrade.lua	1	2	1							
Linh Thó §¶n cÊp 1	2	1	30601	1	0	99												\image\item\other\µ°.spr	\image\item\other\µ°80.spr	<color=gold>Linh Thó §¶n cÊp 1<color><enter>Sau khi më nhËn ®­îc mét B¹n §ång Hµnh phôc sinh cÊp 1		ThÇn bİ	\script\item\lingshoudan.lua	1	0	1							
Bµi KiÓm Tra §iÓm 10	2	1	30602	1	0	2000												\image\item\other\10·ÖµÄ¿¼ÊÔ¾í32.spr	\image\item\other\10·ÖµÄ¿¼ÊÔ¾í80.spr	<color=gold>Bµi KiÓm Tra §iÓm 10<color><enter>Bµi thi nhËn ®­îc thµnh tİch cao		ThÇn bİ		1	0	0							
Tiªu Dao Ngäc	2	1	30603	1	10000	2000												\image\item\other\ĞşÒõÁîa1.spr	\image\item\other\ĞşÒõÁîa0.spr	<color=gold>Tiªu Dao Ngäc<color><enter>VËt phÈm sù kiÖn		ThÇn bİ		1	0	0							
Tói Tiªu Dao Ngäc	2	1	30604	5	0	1												\image\item\other\ºìÉ«ÆÕÍ¨°ü¹üa1.spr	\image\item\other\ºìÉ«ÆÕÍ¨°ü¹üa0.spr	<color=gold>Tói Tiªu Dao Ngäc<color><enter>VËt phÈm sù kiÖn		ThÇn bİ	\script\item\item_billing\xiaobaoxiaoyaoyu.lua	1	0	1							
Bao Tiªu Dao Ngäc	2	1	30605	1	0	1												\image\item\other\ºìÉ«¸ß¼¶°ü¹üa1.spr	\image\item\other\ºìÉ«¸ß¼¶°ü¹üa0.spr	<color=gold>Bao Tiªu Dao Ngäc<color><enter>VËt phÈm sù kiÖn		ThÇn bİ	\script\item\item_billing\dabaoxiaoyaoyu.lua	1	0	1							
Quµ 20/11	2	1	30606	1	0	2000												\image\item\other\20-11ÀñÎï32.spr	\image\item\other\20-11ÀñÎï80.spr	<color=gold>Quµ 20/11<color><enter>Quµ 20/11 tÆng thÇy c« gi¸o <enter><color=Gold>(Sau 24:00/15/12/2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Hoa §iÓm 10	2	1	30607	1	0	2000												\image\item\other\10·ÖµÄ»¨32.spr	\image\item\other\10·ÖµÄ»¨80.spr	<color=gold>Hoa §iÓm 10<color><enter>Tuyªn d­¬ng häc sinh ®­îc nhiÒu ®iÓm 10 trong tuÇn lÔ 20/11 <enter><color=Gold>(Sau 24:00/15/12/2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
B»ng Khen	2	1	30608	1	0	2000												\image\item\other\ÈÙÓş½±ÕÂ32.spr	\image\item\other\ÈÙÓş½±ÕÂ80.spr	<color=gold>B»ng Khen<color><enter>Khen th­ëng häc sinh vµ gi¸o viªn xuÊt s¾c <enter><color=Gold>(Sau 24:00/15/12/2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
3000 Ng©n PhiÕu	2	1	30609	1	0	999												\image\item\other\»î¶¯ÀñÈ¯2a1.spr	\image\item\other\»î¶¯ÀñÈ¯2a0.spr	<color=gold>3000 Ng©n PhiÕu<color><enter>NhÊn ph¶i sö dông sÏ nhËn ®­îc 3000 Ng©n PhiÕu		ThÇn bİ	\script\item\yinjuan_3000.lua	1	2	1							
B¸nh Noel	2	1	30610	1	0	2000												\image\item\other\Ê¥µ®±ı36.spr	\image\item\other\Ê¥µ®±ı80.spr	<color=gold>B¸nh Noel<color><enter>Noel Vui VÎ		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Hép quµ gi¸ng sinh	2	1	30611	5	10000	2000												\image\item\other\Ê¥µ®ÀñºĞ36.spr	\image\item\other\Ê¥µ®ÀñºĞ80.spr	<color=gold>Hép quµ gi¸ng sinh<color><enter>Noel Vui VÎ H¹nh Phóc <enter><color=Gold> (sau 24:00 ngµy 12 th¸ng 1 n¨m 2014 kh«ng ®­îc sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
