ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
33632	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30430;1	2	3	8		1	31664		
33633	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30432;1	2	3	9		1	31664		
33634	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30436;1	2	3	11		1	31664		
33635	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30440;1	2	3	12		1	31664		
33636	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30444;1	2	3	14		1	31664		
33637	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30448;1	2	3	15		1	31664		
33638	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30452;1	2	3	17		1	31664		
33639	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30456;1	2	3	18		1	31664		
33640	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30460;1	2	3	20		1	31664		
33641	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30464;1	2	3	21		1	31664		
33642	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30480;1	2	3	29		1	31664		
33643	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30482;1	2	3	30		1	31664		
33644	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30492;1	2	3	6		1	31668		
33645	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30494;1	2	3	8		1	31668		
33646	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30496;1	2	3	9		1	31668		
33647	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30500;1	2	3	11		1	31668		
33648	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30504;1	2	3	12		1	31668		
33649	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30508;1	2	3	14		1	31668		
33650	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30512;1	2	3	15		1	31668		
33651	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30516;1	2	3	17		1	31668		
33652	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30520;1	2	3	18		1	31668		
33653	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30524;1	2	3	20		1	31668		
33654	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30528;1	2	3	21		1	31668		
33655	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30544;1	2	3	29		1	31668		
33656	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30546;1	2	3	30		1	31668		
33657	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30556;1	2	3	6		1	31672		
33658	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30558;1	2	3	8		1	31672		
33659	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30560;1	2	3	9		1	31672		
33660	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30564;1	2	3	11		1	31672		
33661	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30568;1	2	3	12		1	31672		
33662	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30572;1	2	3	14		1	31672		
33663	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30576;1	2	3	15		1	31672		
33664	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30580;1	2	3	17		1	31672		
33665	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30584;1	2	3	18		1	31672		
33666	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30588;1	2	3	20		1	31672		
33667	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30592;1	2	3	21		1	31672		
33668	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30608;1	2	3	29		1	31672		
33669	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30610;1	2	3	30		1	31672		
33670	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30620;1	2	3	6		1	31676		
33671	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30622;1	2	3	8		1	31676		
33672	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30624;1	2	3	9		1	31676		
33673	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30628;1	2	3	11		1	31676		
33674	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30632;1	2	3	12		1	31676		
33675	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30636;1	2	3	14		1	31676		
33676	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30640;1	2	3	15		1	31676		
33677	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30644;1	2	3	17		1	31676		
33678	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30648;1	2	3	18		1	31676		
33679	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30652;1	2	3	20		1	31676		
33680	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30656;1	2	3	21		1	31676		
33681	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30672;1	2	3	29		1	31676		
33682	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30674;1	2	3	30		1	31676		
33683	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30876;1	2	3	6		1	31692		
33684	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30878;1	2	3	8		1	31692		
33685	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30880;1	2	3	9		1	31692		
33686	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30884;1	2	3	11		1	31692		
33687	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30888;1	2	3	12		1	31692		
33688	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30892;1	2	3	14		1	31692		
33689	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30896;1	2	3	15		1	31692		
33690	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30900;1	2	3	17		1	31692		
33691	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30904;1	2	3	18		1	31692		
33692	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30908;1	2	3	20		1	31692		
33693	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30912;1	2	3	21		1	31692		
33694	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30928;1	2	3	29		1	31692		
33695	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30930;1	2	3	30		1	31692		
33696	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30940;1	2	3	6		1	31696		
33697	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30942;1	2	3	8		1	31696		
33698	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30944;1	2	3	9		1	31696		
33699	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30948;1	2	3	11		1	31696		
33700	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30952;1	2	3	12		1	31696		
33701	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30956;1	2	3	14		1	31696		
33702	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30960;1	2	3	15		1	31696		
33703	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30964;1	2	3	17		1	31696		
33704	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30968;1	2	3	18		1	31696		
33705	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30972;1	2	3	20		1	31696		
33706	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30976;1	2	3	21		1	31696		
33707	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30992;1	2	3	29		1	31696		
33708	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30994;1	2	3	30		1	31696		
33709	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31004;1	2	3	6		1	31700		
33710	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31006;1	2	3	8		1	31700		
33711	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31008;1	2	3	9		1	31700		
33712	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31012;1	2	3	11		1	31700		
33713	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31016;1	2	3	12		1	31700		
33714	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31020;1	2	3	14		1	31700		
33715	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31024;1	2	3	15		1	31700		
33716	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31028;1	2	3	17		1	31700		
33717	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31032;1	2	3	18		1	31700		
33718	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31036;1	2	3	20		1	31700		
33719	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31040;1	2	3	21		1	31700		
33720	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31056;1	2	3	29		1	31700		
33721	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31058;1	2	3	30		1	31700		
33722	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31068;1	2	3	6		1	31704		
33723	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31070;1	2	3	8		1	31704		
33724	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31072;1	2	3	9		1	31704		
33725	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31076;1	2	3	11		1	31704		
33726	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31080;1	2	3	12		1	31704		
33727	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31084;1	2	3	14		1	31704		
33728	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31088;1	2	3	15		1	31704		
33729	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31092;1	2	3	17		1	31704		
33730	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31096;1	2	3	18		1	31704		
33731	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31100;1	2	3	20		1	31704		
33732	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31104;1	2	3	21		1	31704		
33733	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31120;1	2	3	29		1	31704		
33734	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31122;1	2	3	30		1	31704		
33735	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30429;1	2	4	6		1	31665		
33736	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30431;1	2	4	8		1	31665		
33737	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30433;1	2	4	9		1	31665		
33738	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30437;1	2	4	11		1	31665		
33739	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30441;1	2	4	12		1	31665		
33740	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30445;1	2	4	14		1	31665		
33741	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30449;1	2	4	15		1	31665		
33742	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30453;1	2	4	17		1	31665		
33743	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30457;1	2	4	18		1	31665		
33744	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30461;1	2	4	20		1	31665		
33745	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30465;1	2	4	21		1	31665		
33746	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30481;1	2	4	29		1	31665		
33747	Tèng_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30483;1	2	4	30		1	31665		
33748	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30493;1	2	4	6		1	31669		
33749	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30495;1	2	4	8		1	31669		
33750	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30497;1	2	4	9		1	31669		
33751	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30501;1	2	4	11		1	31669		
33752	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30505;1	2	4	12		1	31669		
33753	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30509;1	2	4	14		1	31669		
33754	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30513;1	2	4	15		1	31669		
33755	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30517;1	2	4	17		1	31669		
33756	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30521;1	2	4	18		1	31669		
33757	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30525;1	2	4	20		1	31669		
33758	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30529;1	2	4	21		1	31669		
33759	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30545;1	2	4	29		1	31669		
33760	Tèng_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30547;1	2	4	30		1	31669		
33761	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30557;1	2	4	6		1	31673		
33762	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30559;1	2	4	8		1	31673		
33763	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30561;1	2	4	9		1	31673		
33764	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30565;1	2	4	11		1	31673		
33765	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30569;1	2	4	12		1	31673		
33766	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30573;1	2	4	14		1	31673		
33767	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30577;1	2	4	15		1	31673		
33768	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30581;1	2	4	17		1	31673		
33769	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30585;1	2	4	18		1	31673		
33770	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30589;1	2	4	20		1	31673		
33771	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30593;1	2	4	21		1	31673		
33772	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30609;1	2	4	29		1	31673		
33773	Tèng_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;30611;1	2	4	30		1	31673		
33774	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30621;1	2	4	6		1	31677		
33775	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30623;1	2	4	8		1	31677		
33776	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30625;1	2	4	9		1	31677		
33777	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30629;1	2	4	11		1	31677		
33778	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30633;1	2	4	12		1	31677		
33779	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30637;1	2	4	14		1	31677		
33780	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30641;1	2	4	15		1	31677		
33781	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30645;1	2	4	17		1	31677		
33782	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30649;1	2	4	18		1	31677		
33783	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30653;1	2	4	20		1	31677		
33784	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30657;1	2	4	21		1	31677		
33785	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30673;1	2	4	29		1	31677		
33786	Tèng_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;30675;1	2	4	30		1	31677		
33787	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30877;1	2	4	6		1	31693		
33788	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30879;1	2	4	8		1	31693		
33789	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30881;1	2	4	9		1	31693		
33790	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30885;1	2	4	11		1	31693		
33791	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30889;1	2	4	12		1	31693		
33792	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30893;1	2	4	14		1	31693		
33793	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30897;1	2	4	15		1	31693		
33794	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30901;1	2	4	17		1	31693		
33795	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30905;1	2	4	18		1	31693		
33796	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30909;1	2	4	20		1	31693		
33797	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30913;1	2	4	21		1	31693		
33798	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30929;1	2	4	29		1	31693		
33799	Liªu_Háa Phông Nguyªn So¸i HiÖu Phï	0;102;30931;1	2	4	30		1	31693		
33800	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30941;1	2	4	6		1	31697		
33801	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30943;1	2	4	8		1	31697		
33802	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30945;1	2	4	9		1	31697		
33803	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30949;1	2	4	11		1	31697		
33804	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30953;1	2	4	12		1	31697		
33805	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30957;1	2	4	14		1	31697		
33806	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30961;1	2	4	15		1	31697		
33807	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30965;1	2	4	17		1	31697		
33808	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30969;1	2	4	18		1	31697		
33809	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30973;1	2	4	20		1	31697		
33810	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30977;1	2	4	21		1	31697		
33811	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30993;1	2	4	29		1	31697		
33812	Liªu_Háa Phông Nguyªn So¸i Hæ Phï	0;102;30995;1	2	4	30		1	31697		
33813	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31005;1	2	4	6		1	31701		
33814	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31007;1	2	4	8		1	31701		
33815	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31009;1	2	4	9		1	31701		
33816	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31013;1	2	4	11		1	31701		
33817	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31017;1	2	4	12		1	31701		
33818	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31021;1	2	4	14		1	31701		
33819	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31025;1	2	4	15		1	31701		
33820	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31029;1	2	4	17		1	31701		
33821	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31033;1	2	4	18		1	31701		
33822	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31037;1	2	4	20		1	31701		
33823	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31041;1	2	4	21		1	31701		
33824	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31057;1	2	4	29		1	31701		
33825	Liªu_Háa Phông Nguyªn So¸i LÖnh Kú	0;102;31059;1	2	4	30		1	31701		
33826	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31069;1	2	4	6		1	31705		
33827	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31071;1	2	4	8		1	31705		
33828	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31073;1	2	4	9		1	31705		
33829	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31077;1	2	4	11		1	31705		
33830	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31081;1	2	4	12		1	31705		
33831	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31085;1	2	4	14		1	31705		
33832	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31089;1	2	4	15		1	31705		
33833	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31093;1	2	4	17		1	31705		
33834	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31097;1	2	4	18		1	31705		
33835	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31101;1	2	4	20		1	31705		
33836	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31105;1	2	4	21		1	31705		
33837	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31121;1	2	4	29		1	31705		
33838	Liªu_Háa Phông Nguyªn So¸i HiÖu Kú	0;102;31123;1	2	4	30		1	31705	
	
33839	Phèi Ph­¬ng Nãn Hµo HiÖp (§¹i Lý)	2;1;30799;1						31725		
33840	Phèi Ph­¬ng ¸o Hµo HiÖp (§¹i Lý)	2;1;30800;1						31706		
33841	Phèi Ph­¬ng QuÇn Hµo HiÖp (§¹i Lý)	2;1;30801;1						31706		
33842	§æi Phèi Ph­¬ng Vò KhÝ Dµi Hµo HiÖp	2;1;30802;1						31709		
33843	§æi Phèi Ph­¬ng Vò KhÝ Ng¾n Hµo HiÖp	2;1;30803;1						31709		
33844	§æi Phèi Ph­¬ng Vò KhÝ Kú M«n Hµo HiÖp	2;1;30804;1						31709		
33845	Phèi Ph­¬ng Nãn Hµo HiÖp (Thæ Phån)	2;1;30799;1						31726		
33846	Phèi Ph­¬ng ¸o Hµo HiÖp (Thæ Phån)	2;1;30800;1						31708		
33847	Phèi Ph­¬ng QuÇn Hµo HiÖp (Thæ Phån)	2;1;30801;1						31708		
33848	§æi Phèi Ph­¬ng Vò KhÝ Dµi Hµo HiÖp	2;1;30802;1						31710		
33849	§æi Phèi Ph­¬ng Vò KhÝ Ng¾n Hµo HiÖp	2;1;30803;1						31710		
33850	§æi Phèi Ph­¬ng Vò KhÝ Kú M«n Hµo HiÖp	2;1;30804;1						31710		
33851	Phèi Ph­¬ng Nãn Hµo HiÖp (T©y H¹)	2;1;30799;1						31727		
33852	Phèi Ph­¬ng ¸o Hµo HiÖp (T©y H¹)	2;1;30800;1						31707		
33853	Phèi Ph­¬ng QuÇn Hµo HiÖp (T©y H¹)	2;1;30801;1						31707		
33854	§æi Phèi Ph­¬ng Vò KhÝ Dµi Hµo HiÖp	2;1;30802;1						31711		
33855	§æi Phèi Ph­¬ng Vò KhÝ Ng¾n Hµo HiÖp	2;1;30803;1						31711		
33856	§æi Phèi Ph­¬ng Vò KhÝ Kú M«n Hµo HiÖp	2;1;30804;1						31711		
33857	Tói Quµ Ngo¹i Trang PhÇn Háa ¶m S­¬ng (§en)	2;1;30877						31712		
33858	Tói Quµ Ngo¹i Trang PhÇn Háa ¶m S­¬ng (Vµng)	2;1;30876						31713		
33859	Tói Quµ Ngo¹i Trang PhÇn Háa ¶m S­¬ng (§á)	2;1;30875						31714		
33860	Thiªn Lý Truy Phong(®á)	0;105;107;1						31717		
33861	Thiªn Lý Truy Phong(vµng)	0;105;108;1						31716		
33862	Thiªn Lý Truy Phong(®en)	0;105;109;1						31715		
33863	NguyÖt §µn Gi¸o Chóng TriÖu Håi LÖnh-T©y H¹	2;1;30833;1						31720		
33864	Tinh §µn Gi¸o Chóng TriÖu Håi LÖnh-Thæ Phån	2;1;30832;1						31719		
33865	ThÇn §µn Gi¸o Chóng TriÖu Håi LÖnh-§¹i Lý	2;1;30834;1						31718		
33866	§æi Tiªu LÖnh	2;95;918;1						31721		
33867	Kim L¨ng Töu	2;95;822;1						31722		
33868	Kim L¨ng Töu	2;95;822;1						31723		
33869	Kim L¨ng Töu	2;95;822;1						31724		
33870	XÎng Kho B¸u	2;95;927;1						31728		
33871	XÎng Kho B¸u	2;95;927;1						31729		
33872	XÎng Kho B¸u	2;95;927;1						31730		
33873	M¶nh §¸ Kü N¨ng	2;1;10011;1						31731		
33874	M¶nh §¸ Kü N¨ng	2;1;10011;1						31732		
33875	M¶nh §¸ Kü N¨ng	2;1;10011;1						31733		
33876	Håi Tiªn §¬n	2;1;30847;1						31734		
33877	Håi Tiªn §¬n	2;1;30847;1						31735		
33878	Håi Tiªn §¬n	2;1;30847;1						31736		
33879	§¸ Kü N¨ng CÊp 1	2;23;1;1						31737		
33880	§¸ Kü N¨ng CÊp 1	2;23;1;1						31738		
33881	§¸ Kü N¨ng CÊp 1	2;23;1;1						31739		
33882	Håi Tiªn §¬n	2;1;30847;1						31740		
33883	Håi Tiªn §¬n	2;1;30847;1						31741		
33884	Håi Tiªn §¬n	2;1;30847;1						31742		
33885	Phèi ph­¬ng NhÉn Hµo HiÖp	2;1;30878						31743		
33886	Phèi ph­¬ng NhÉn Hµo HiÖp	2;1;30878						31744		
33887	Phèi ph­¬ng NhÉn Hµo HiÖp	2;1;30878						31745		
33888	§¸ Kü N¨ng CÊp 2	2;23;2;1						31746		
33889	§¸ Kü N¨ng CÊp 2	2;23;2;1						31747		
33890	§¸ Kü N¨ng CÊp 2	2;23;2;1						31748		
33891	Håi Tiªn §¬n	2;1;30847;1						31749		
33892	Håi Tiªn §¬n	2;1;30847;1						31750		
33893	Håi Tiªn §¬n	2;1;30847;1						31751		

33894	Kim Cang B¸t Nh· Ch©n QuyÓn (Cao cÊp)	0;107;30001;1						31752		
33895	TiÒm Long Tóc DiÖt Ch©n QuyÓn (Cao cÊp)	0;107;30002;1						31753		
33896	V« TrÇn Bå §Ò Ch©n QuyÓn (Cao cÊp)	0;107;30003;1						31754		
33897	Thiªn La Liªn Ch©u Ch©n QuyÓn (Cao cÊp)	0;107;30004;1						31755		
33898	Nh­ ý Kim §Ønh Ch©n QuyÓn (Cao cÊp)	0;107;30005;1						31756		
33899	BÝch H¶i TuyÖt ¢m Ch©n QuyÓn (Cao cÊp)	0;107;30006;1						31757		
33900	Hçn §én TrÊn Nh¹c Ch©n QuyÓn (Cao cÊp)	0;107;30007;1						31758		
33901	Quú Thiªn Du Long Ch©n QuyÓn (Cao cÊp)	0;107;30008;1						31759		
33902	HuyÒn ¶nh Mª T«ng Ch©n QuyÓn (Cao cÊp)	0;107;30009;1						31760		
33903	Qu©n Tö §íi Phong Ch©n QuyÓn (Cao cÊp)	0;107;30010;1						31761		
